drive_file_id,drive_path,file_name,extension,top_folder,ipc_folder,patent_id_guess,source_url
1lwqW4o3008ptm1WluiBw4Wh97WNiLfot,extracted_texts/G06F/1020150188319.txt,1020150188319.txt,txt,extracted_texts,G06F,1020150188319,https://drive.google.com/file/d/1lwqW4o3008ptm1WluiBw4Wh97WNiLfot/view
1Hx9rVeNtNmqWhxQFpLOGCqHQITJgYX2N,extracted_texts/G06F/1020157016920.txt,1020157016920.txt,txt,extracted_texts,G06F,1020157016920,https://drive.google.com/file/d/1Hx9rVeNtNmqWhxQFpLOGCqHQITJgYX2N/view
1Bey944jxX2oXpbgqp-AmgLHy0qm_NQf9,extracted_texts/G06F/1020157028995.txt,1020157028995.txt,txt,extracted_texts,G06F,1020157028995,https://drive.google.com/file/d/1Bey944jxX2oXpbgqp-AmgLHy0qm_NQf9/view
1isWjjlmhIrUbyAblyxrbwflyS3vbj4ec,extracted_texts/G06F/1020157035775.txt,1020157035775.txt,txt,extracted_texts,G06F,1020157035775,https://drive.google.com/file/d/1isWjjlmhIrUbyAblyxrbwflyS3vbj4ec/view
1TIJ-HnvWjNOw3Xl1Zo-HLeTAV8C75zXQ,extracted_texts/G06F/1020160065686.txt,1020160065686.txt,txt,extracted_texts,G06F,1020160065686,https://drive.google.com/file/d/1TIJ-HnvWjNOw3Xl1Zo-HLeTAV8C75zXQ/view
1JyGc-lbsN1EurVM6_vnen6ykUIt-XAUE,extracted_texts/G06F/1020160092098.txt,1020160092098.txt,txt,extracted_texts,G06F,1020160092098,https://drive.google.com/file/d/1JyGc-lbsN1EurVM6_vnen6ykUIt-XAUE/view
18ymKxr-RVQbF-vPn5qElCIUXuHodTtDH,extracted_texts/G06F/1020160098727.txt,1020160098727.txt,txt,extracted_texts,G06F,1020160098727,https://drive.google.com/file/d/18ymKxr-RVQbF-vPn5qElCIUXuHodTtDH/view
1L19pdRQnOOEaYUHb4-uYfrgPyiK5ow9S,extracted_texts/G06F/1020160153100.txt,1020160153100.txt,txt,extracted_texts,G06F,1020160153100,https://drive.google.com/file/d/1L19pdRQnOOEaYUHb4-uYfrgPyiK5ow9S/view
1hmz4E1FSp9m-8PuQxLLjBWyuOHYZKHXc,extracted_texts/G06F/1020160178398.txt,1020160178398.txt,txt,extracted_texts,G06F,1020160178398,https://drive.google.com/file/d/1hmz4E1FSp9m-8PuQxLLjBWyuOHYZKHXc/view
173O5ZNXF9Sbuwo-ujYtN404-UFk30S5z,extracted_texts/G06F/1020167013936.txt,1020167013936.txt,txt,extracted_texts,G06F,1020167013936,https://drive.google.com/file/d/173O5ZNXF9Sbuwo-ujYtN404-UFk30S5z/view
1DD0cN7pu7jx6i_Sb70ruLE3Dbl85muOy,extracted_texts/G06F/1020167020762.txt,1020167020762.txt,txt,extracted_texts,G06F,1020167020762,https://drive.google.com/file/d/1DD0cN7pu7jx6i_Sb70ruLE3Dbl85muOy/view
18HuX1Nj53gQx7pWOwMHTy3-rFs1llcIH,extracted_texts/G06F/1020170003374.txt,1020170003374.txt,txt,extracted_texts,G06F,1020170003374,https://drive.google.com/file/d/18HuX1Nj53gQx7pWOwMHTy3-rFs1llcIH/view
18-hVYkVQi8D8b0ZeFVtobawvbVnqNj7l,extracted_texts/G06F/1020170060322.txt,1020170060322.txt,txt,extracted_texts,G06F,1020170060322,https://drive.google.com/file/d/18-hVYkVQi8D8b0ZeFVtobawvbVnqNj7l/view
1FYN1huH38ffvJaSmbCHlPyC8lQyDhfbX,extracted_texts/G06F/1020170106440.txt,1020170106440.txt,txt,extracted_texts,G06F,1020170106440,https://drive.google.com/file/d/1FYN1huH38ffvJaSmbCHlPyC8lQyDhfbX/view
1EzHeYJyjEO3CGXb8qKUT-21VDLVdgBZK,extracted_texts/G06F/1020170111374.txt,1020170111374.txt,txt,extracted_texts,G06F,1020170111374,https://drive.google.com/file/d/1EzHeYJyjEO3CGXb8qKUT-21VDLVdgBZK/view
1GqABcMqykbGh3T4KIMjaHIJKNmYC4B4H,extracted_texts/G06F/1020170144234.txt,1020170144234.txt,txt,extracted_texts,G06F,1020170144234,https://drive.google.com/file/d/1GqABcMqykbGh3T4KIMjaHIJKNmYC4B4H/view
1zU4QkEZx6UgHJf6T7RZ6iAZWFvWPa4e-,extracted_texts/G06F/1020177003279.txt,1020177003279.txt,txt,extracted_texts,G06F,1020177003279,https://drive.google.com/file/d/1zU4QkEZx6UgHJf6T7RZ6iAZWFvWPa4e-/view
1JiIrYnhn63XDHAcOdxrNGfDhmvt_aUhw,extracted_texts/G06F/1020177035954.txt,1020177035954.txt,txt,extracted_texts,G06F,1020177035954,https://drive.google.com/file/d/1JiIrYnhn63XDHAcOdxrNGfDhmvt_aUhw/view
19xbd2KthcwQtr4i_aekKD2EUFZ7fOi2L,extracted_texts/G06F/1020180009850.txt,1020180009850.txt,txt,extracted_texts,G06F,1020180009850,https://drive.google.com/file/d/19xbd2KthcwQtr4i_aekKD2EUFZ7fOi2L/view
1UTchb42-i9X9tg1TBEMmnYqHDlV_ilxo,extracted_texts/G06F/1020180095881.txt,1020180095881.txt,txt,extracted_texts,G06F,1020180095881,https://drive.google.com/file/d/1UTchb42-i9X9tg1TBEMmnYqHDlV_ilxo/view
1XEdPNi0QNRhS9UDnbZ3RiPekJxqqWC-M,extracted_texts/G06F/1020180096099.txt,1020180096099.txt,txt,extracted_texts,G06F,1020180096099,https://drive.google.com/file/d/1XEdPNi0QNRhS9UDnbZ3RiPekJxqqWC-M/view
1fNspyMM-3llYtJWIRj9Bps5xbJ-p6OUW,extracted_texts/G06F/1020180122065.txt,1020180122065.txt,txt,extracted_texts,G06F,1020180122065,https://drive.google.com/file/d/1fNspyMM-3llYtJWIRj9Bps5xbJ-p6OUW/view
1iFroyXLDKJZaXF78tQDf2JhVgh9REdya,extracted_texts/G06F/1020180139369.txt,1020180139369.txt,txt,extracted_texts,G06F,1020180139369,https://drive.google.com/file/d/1iFroyXLDKJZaXF78tQDf2JhVgh9REdya/view
1uYqtmca4CoVNlSw94hykPOS-UIgUKGrf,extracted_texts/G06F/1020180167336.txt,1020180167336.txt,txt,extracted_texts,G06F,1020180167336,https://drive.google.com/file/d/1uYqtmca4CoVNlSw94hykPOS-UIgUKGrf/view
1wQ40VUtX4hN9aYCNQhWQbqmEiBsiNhQz,extracted_texts/G06F/1020187021040.txt,1020187021040.txt,txt,extracted_texts,G06F,1020187021040,https://drive.google.com/file/d/1wQ40VUtX4hN9aYCNQhWQbqmEiBsiNhQz/view
15JYqFsBwaj99GNQXzuOrrlHenlhzDZad,extracted_texts/G06F/1020187036139.txt,1020187036139.txt,txt,extracted_texts,G06F,1020187036139,https://drive.google.com/file/d/15JYqFsBwaj99GNQXzuOrrlHenlhzDZad/view
1MISo34emYRwDTzqWKddirdtM_mX9kVZl,extracted_texts/G06F/1020190024451.txt,1020190024451.txt,txt,extracted_texts,G06F,1020190024451,https://drive.google.com/file/d/1MISo34emYRwDTzqWKddirdtM_mX9kVZl/view
1IX2Smi0Jn-Q9r0za3fiF0JRf2IyjGd4h,extracted_texts/G06F/1020190140001.txt,1020190140001.txt,txt,extracted_texts,G06F,1020190140001,https://drive.google.com/file/d/1IX2Smi0Jn-Q9r0za3fiF0JRf2IyjGd4h/view
1KS49UgvGfMwu621WoGjUbJmyCRa9yghJ,extracted_texts/G06F/1020197020740.txt,1020197020740.txt,txt,extracted_texts,G06F,1020197020740,https://drive.google.com/file/d/1KS49UgvGfMwu621WoGjUbJmyCRa9yghJ/view
140E_H_o0tTr-Q3cC7r6Jqt1RtRDWzSMW,extracted_texts/G06F/1020200015713.txt,1020200015713.txt,txt,extracted_texts,G06F,1020200015713,https://drive.google.com/file/d/140E_H_o0tTr-Q3cC7r6Jqt1RtRDWzSMW/view
1N8zVKu2vjz8uD4gErpK5-4OGh7sPG6IW,extracted_texts/G06F/1020200018698.txt,1020200018698.txt,txt,extracted_texts,G06F,1020200018698,https://drive.google.com/file/d/1N8zVKu2vjz8uD4gErpK5-4OGh7sPG6IW/view
1Y-mJV7sVb99t02EWAtK_pvvMhT7zWomH,extracted_texts/G06F/1020200075626.txt,1020200075626.txt,txt,extracted_texts,G06F,1020200075626,https://drive.google.com/file/d/1Y-mJV7sVb99t02EWAtK_pvvMhT7zWomH/view
19y2hfB9sdcKKKBbaQhDsuWF86V5Y3dZC,extracted_texts/G06F/1020200085142.txt,1020200085142.txt,txt,extracted_texts,G06F,1020200085142,https://drive.google.com/file/d/19y2hfB9sdcKKKBbaQhDsuWF86V5Y3dZC/view
1CKR35qC_yI2daoOShloLH8nCMP5mM9rH,extracted_texts/G06F/1020200106077.txt,1020200106077.txt,txt,extracted_texts,G06F,1020200106077,https://drive.google.com/file/d/1CKR35qC_yI2daoOShloLH8nCMP5mM9rH/view
1nyxuwN9W8EaKEdnDYfvdx2mXAHeEg97h,extracted_texts/G06F/1020200113681.txt,1020200113681.txt,txt,extracted_texts,G06F,1020200113681,https://drive.google.com/file/d/1nyxuwN9W8EaKEdnDYfvdx2mXAHeEg97h/view
1DumLYDdqrlZOivb9RAcyUtZxz39HpB1-,extracted_texts/G06F/1020200128459.txt,1020200128459.txt,txt,extracted_texts,G06F,1020200128459,https://drive.google.com/file/d/1DumLYDdqrlZOivb9RAcyUtZxz39HpB1-/view
19aEdSSq8Xq7pceZpUqNhd4B4iTDt8hpE,extracted_texts/G06F/1020200131294.txt,1020200131294.txt,txt,extracted_texts,G06F,1020200131294,https://drive.google.com/file/d/19aEdSSq8Xq7pceZpUqNhd4B4iTDt8hpE/view
1z2P7rW3dmvOOAIhlNMJBT7XdAniatsqb,extracted_texts/G06F/1020200132040.txt,1020200132040.txt,txt,extracted_texts,G06F,1020200132040,https://drive.google.com/file/d/1z2P7rW3dmvOOAIhlNMJBT7XdAniatsqb/view
1P6tmD3tBA3nZT5kh8UWqfgmSI4z2ASbW,extracted_texts/G06F/1020200142527.txt,1020200142527.txt,txt,extracted_texts,G06F,1020200142527,https://drive.google.com/file/d/1P6tmD3tBA3nZT5kh8UWqfgmSI4z2ASbW/view
19YRABGx3QYKDsT0BKMFlf58Y2cdvq0r_,extracted_texts/G06F/1020200178328.txt,1020200178328.txt,txt,extracted_texts,G06F,1020200178328,https://drive.google.com/file/d/19YRABGx3QYKDsT0BKMFlf58Y2cdvq0r_/view
1up3S5_Seq2nkL_gGWi3cb_VW22TSFnsU,extracted_texts/G06F/1020210071303.txt,1020210071303.txt,txt,extracted_texts,G06F,1020210071303,https://drive.google.com/file/d/1up3S5_Seq2nkL_gGWi3cb_VW22TSFnsU/view
1jdCXhRLSzAVRLfY-VKguYDMANlhMgxx5,extracted_texts/G06F/1020210078871.txt,1020210078871.txt,txt,extracted_texts,G06F,1020210078871,https://drive.google.com/file/d/1jdCXhRLSzAVRLfY-VKguYDMANlhMgxx5/view
1HbArbYERn7YABUiC3he7_oxjMiyn71a1,extracted_texts/G06F/1020210089230.txt,1020210089230.txt,txt,extracted_texts,G06F,1020210089230,https://drive.google.com/file/d/1HbArbYERn7YABUiC3he7_oxjMiyn71a1/view
1A29P0LdK7vrroESosUdr70fRa7ZmBTNn,extracted_texts/G06F/1020210108151.txt,1020210108151.txt,txt,extracted_texts,G06F,1020210108151,https://drive.google.com/file/d/1A29P0LdK7vrroESosUdr70fRa7ZmBTNn/view
1b2863EbKb1l745YoaG1LT0OPWb2Je8I2,extracted_texts/G06F/1020210117592.txt,1020210117592.txt,txt,extracted_texts,G06F,1020210117592,https://drive.google.com/file/d/1b2863EbKb1l745YoaG1LT0OPWb2Je8I2/view
1hsemXmKi5F2a44eU6BaUDTE9JXyFUatd,extracted_texts/G06F/1020210137011.txt,1020210137011.txt,txt,extracted_texts,G06F,1020210137011,https://drive.google.com/file/d/1hsemXmKi5F2a44eU6BaUDTE9JXyFUatd/view
1FsHCVkXOnYDiFrogWVnN5JlWgwFyVWgK,extracted_texts/G06F/1020210146786.txt,1020210146786.txt,txt,extracted_texts,G06F,1020210146786,https://drive.google.com/file/d/1FsHCVkXOnYDiFrogWVnN5JlWgwFyVWgK/view
1O8rlUlO1NtfRt0tT6yorZ6OEZTjYKjIn,extracted_texts/G06F/1020210162272.txt,1020210162272.txt,txt,extracted_texts,G06F,1020210162272,https://drive.google.com/file/d/1O8rlUlO1NtfRt0tT6yorZ6OEZTjYKjIn/view
19qGucbq2zdZwNIvC5KA1LLpYKn4qF7G-,extracted_texts/G06F/1020210162275.txt,1020210162275.txt,txt,extracted_texts,G06F,1020210162275,https://drive.google.com/file/d/19qGucbq2zdZwNIvC5KA1LLpYKn4qF7G-/view
1x-A73dk51pEq1u3gWn-hCgwMkMl5d3bv,extracted_texts/G06F/1020210187390.txt,1020210187390.txt,txt,extracted_texts,G06F,1020210187390,https://drive.google.com/file/d/1x-A73dk51pEq1u3gWn-hCgwMkMl5d3bv/view
1593ofQHPG8HD7nxJJx15w2NSczt0Z218,extracted_texts/G06F/1020217006505.txt,1020217006505.txt,txt,extracted_texts,G06F,1020217006505,https://drive.google.com/file/d/1593ofQHPG8HD7nxJJx15w2NSczt0Z218/view
1cB8nrCKd9ZyYZqjJ6xZYDLbH94XZzxHS,extracted_texts/G06F/1020217010501.txt,1020217010501.txt,txt,extracted_texts,G06F,1020217010501,https://drive.google.com/file/d/1cB8nrCKd9ZyYZqjJ6xZYDLbH94XZzxHS/view
1zIRljnPcb1sd42dchJEIaQWpjMdctIhJ,extracted_texts/G06F/1020220033006.txt,1020220033006.txt,txt,extracted_texts,G06F,1020220033006,https://drive.google.com/file/d/1zIRljnPcb1sd42dchJEIaQWpjMdctIhJ/view
1AJVm3L_omgY8YiTvf9lZfRQSfklRSPN1,extracted_texts/G06F/1020220049475.txt,1020220049475.txt,txt,extracted_texts,G06F,1020220049475,https://drive.google.com/file/d/1AJVm3L_omgY8YiTvf9lZfRQSfklRSPN1/view
1BaXa6XErCZh4QLcBGOc_EcgiHQreiHqU,extracted_texts/G06F/1020220102659.txt,1020220102659.txt,txt,extracted_texts,G06F,1020220102659,https://drive.google.com/file/d/1BaXa6XErCZh4QLcBGOc_EcgiHQreiHqU/view
1NsxUVerTt-lBixmtPw6tLf8UDxXexKFz,extracted_texts/G06F/1020220103522.txt,1020220103522.txt,txt,extracted_texts,G06F,1020220103522,https://drive.google.com/file/d/1NsxUVerTt-lBixmtPw6tLf8UDxXexKFz/view
1cuvihili36kbDhDXMUtfj2WMOBZR7Wur,extracted_texts/G06F/1020220168043.txt,1020220168043.txt,txt,extracted_texts,G06F,1020220168043,https://drive.google.com/file/d/1cuvihili36kbDhDXMUtfj2WMOBZR7Wur/view
1Vb9FQK14wK4ynYiUA2ugBW6Dkx_PWDN1,extracted_texts/G06F/1020220171274.txt,1020220171274.txt,txt,extracted_texts,G06F,1020220171274,https://drive.google.com/file/d/1Vb9FQK14wK4ynYiUA2ugBW6Dkx_PWDN1/view
1xJ9Id5LXFqe2zP7v3WyAFl-wt-_V9ZIA,extracted_texts/G06F/1020220185203.txt,1020220185203.txt,txt,extracted_texts,G06F,1020220185203,https://drive.google.com/file/d/1xJ9Id5LXFqe2zP7v3WyAFl-wt-_V9ZIA/view
146Ksf1PxfTFGEujjkLjNM3kXrqn0Nkk6,extracted_texts/G06F/1020227000771.txt,1020227000771.txt,txt,extracted_texts,G06F,1020227000771,https://drive.google.com/file/d/146Ksf1PxfTFGEujjkLjNM3kXrqn0Nkk6/view
1rDEOnnH9L0-JuQAbKxk_wS7rAhOEqwsg,extracted_texts/G06F/1020227032359.txt,1020227032359.txt,txt,extracted_texts,G06F,1020227032359,https://drive.google.com/file/d/1rDEOnnH9L0-JuQAbKxk_wS7rAhOEqwsg/view
1eq2rwOTtUlEuBZspQlr5kXEqGkrl9J3J,extracted_texts/G06F/1020230017894.txt,1020230017894.txt,txt,extracted_texts,G06F,1020230017894,https://drive.google.com/file/d/1eq2rwOTtUlEuBZspQlr5kXEqGkrl9J3J/view
15CsKnLjQibKlNqfNdeotHI9Dz4GQMmaw,extracted_texts/G06F/1020230035760.txt,1020230035760.txt,txt,extracted_texts,G06F,1020230035760,https://drive.google.com/file/d/15CsKnLjQibKlNqfNdeotHI9Dz4GQMmaw/view
1WLRgNmGatDeQdKrCgPRV-_qzrGxDRYVi,extracted_texts/G06F/1020230041438.txt,1020230041438.txt,txt,extracted_texts,G06F,1020230041438,https://drive.google.com/file/d/1WLRgNmGatDeQdKrCgPRV-_qzrGxDRYVi/view
18I9aFKeeK_D2qMQI7UZ3WnRIVtdmS50b,extracted_texts/G06F/1020230059664.txt,1020230059664.txt,txt,extracted_texts,G06F,1020230059664,https://drive.google.com/file/d/18I9aFKeeK_D2qMQI7UZ3WnRIVtdmS50b/view
1nZ0EPydalEjuEOdu_QcksvTbOWKXT4mr,extracted_texts/G06F/1020230060320.txt,1020230060320.txt,txt,extracted_texts,G06F,1020230060320,https://drive.google.com/file/d/1nZ0EPydalEjuEOdu_QcksvTbOWKXT4mr/view
1bfIIJfTRQrhybXLxU1DPOpjENpAC5Tux,extracted_texts/G06F/1020230101200.txt,1020230101200.txt,txt,extracted_texts,G06F,1020230101200,https://drive.google.com/file/d/1bfIIJfTRQrhybXLxU1DPOpjENpAC5Tux/view
17eJvX3Ld6t63JcNOZtJVKA-kOjPaCAlf,extracted_texts/G06F/1020230133641.txt,1020230133641.txt,txt,extracted_texts,G06F,1020230133641,https://drive.google.com/file/d/17eJvX3Ld6t63JcNOZtJVKA-kOjPaCAlf/view
12P96JtpI8rsWP8viBOoKv6wykfGCsgW4,extracted_texts/G06F/1020230153895.txt,1020230153895.txt,txt,extracted_texts,G06F,1020230153895,https://drive.google.com/file/d/12P96JtpI8rsWP8viBOoKv6wykfGCsgW4/view
1uzRlie6X-HMGA6xCNwKXUvRl8bVbUC85,extracted_texts/G06F/1020237023329.txt,1020237023329.txt,txt,extracted_texts,G06F,1020237023329,https://drive.google.com/file/d/1uzRlie6X-HMGA6xCNwKXUvRl8bVbUC85/view
15qat6FO-3WLa1NPeersXBONkfQxJ5xSg,extracted_texts/G06F/1020237024663.txt,1020237024663.txt,txt,extracted_texts,G06F,1020237024663,https://drive.google.com/file/d/15qat6FO-3WLa1NPeersXBONkfQxJ5xSg/view
12ePI60rSUfp0NjKMLc72-TU33NZxTa68,extracted_texts/G06F/1020240064459.txt,1020240064459.txt,txt,extracted_texts,G06F,1020240064459,https://drive.google.com/file/d/12ePI60rSUfp0NjKMLc72-TU33NZxTa68/view
1iGFe3cj8IyIgdQ3NyPtgCaHpDF0a0-IO,extracted_texts/G06F/1020240101366.txt,1020240101366.txt,txt,extracted_texts,G06F,1020240101366,https://drive.google.com/file/d/1iGFe3cj8IyIgdQ3NyPtgCaHpDF0a0-IO/view
1b9jvHhBN8ZR--HNsYcXmgKN64CNkhWon,extracted_texts/G06F/1020240108647.txt,1020240108647.txt,txt,extracted_texts,G06F,1020240108647,https://drive.google.com/file/d/1b9jvHhBN8ZR--HNsYcXmgKN64CNkhWon/view
1O-DWgBtVldo1rsyU-z3sNrW99G20C2Yb,extracted_texts/G06F/1020240128600.txt,1020240128600.txt,txt,extracted_texts,G06F,1020240128600,https://drive.google.com/file/d/1O-DWgBtVldo1rsyU-z3sNrW99G20C2Yb/view
1_b9XbC9Nm2Rk95Dni_8uu4Dbx6Y4C7Uo,extracted_texts/G06F/1020240128601.txt,1020240128601.txt,txt,extracted_texts,G06F,1020240128601,https://drive.google.com/file/d/1_b9XbC9Nm2Rk95Dni_8uu4Dbx6Y4C7Uo/view
1FL9v_aUHReu0wXtAHIZMHD45_ZZl-556,extracted_texts/G06F/1020240136655.txt,1020240136655.txt,txt,extracted_texts,G06F,1020240136655,https://drive.google.com/file/d/1FL9v_aUHReu0wXtAHIZMHD45_ZZl-556/view
1rl-tZ1M4U-zW8Mc4JZ_CeMoDNxEeAACn,extracted_texts/G06F/1020240155799.txt,1020240155799.txt,txt,extracted_texts,G06F,1020240155799,https://drive.google.com/file/d/1rl-tZ1M4U-zW8Mc4JZ_CeMoDNxEeAACn/view
1Q8OM_MiDtHegVn5h41gyfEkuogpqwv9E,extracted_texts/G06F/1020240163492.txt,1020240163492.txt,txt,extracted_texts,G06F,1020240163492,https://drive.google.com/file/d/1Q8OM_MiDtHegVn5h41gyfEkuogpqwv9E/view
1vnoSUd-IdogEiz9y0_uSIUdVMqFKPCkA,extracted_texts/G06F/1020250062266.txt,1020250062266.txt,txt,extracted_texts,G06F,1020250062266,https://drive.google.com/file/d/1vnoSUd-IdogEiz9y0_uSIUdVMqFKPCkA/view
1K7xcTB5tNw2YkKBZOqIoWHP6-VAEhGDo,extracted_texts/G06F/1020250063559.txt,1020250063559.txt,txt,extracted_texts,G06F,1020250063559,https://drive.google.com/file/d/1K7xcTB5tNw2YkKBZOqIoWHP6-VAEhGDo/view
1nbaFFpu7ceRsl4WcWq1Dy60ec4Smh9Dx,extracted_texts/G06F/1020250074382.txt,1020250074382.txt,txt,extracted_texts,G06F,1020250074382,https://drive.google.com/file/d/1nbaFFpu7ceRsl4WcWq1Dy60ec4Smh9Dx/view
1E1yPVeI1D4l-FkZyITWQnjkRMYeWX0y7,extracted_texts/G06F/1020250090654.txt,1020250090654.txt,txt,extracted_texts,G06F,1020250090654,https://drive.google.com/file/d/1E1yPVeI1D4l-FkZyITWQnjkRMYeWX0y7/view
1kWLlau1HXvIMVPBmVrn6R-1yCxv3Mjz9,extracted_texts/G06F/1020250096152.txt,1020250096152.txt,txt,extracted_texts,G06F,1020250096152,https://drive.google.com/file/d/1kWLlau1HXvIMVPBmVrn6R-1yCxv3Mjz9/view
1060LdZajKNj6wBoGQr06J6t0X-TIKnlw,extracted_texts/G06F/1020250102666.txt,1020250102666.txt,txt,extracted_texts,G06F,1020250102666,https://drive.google.com/file/d/1060LdZajKNj6wBoGQr06J6t0X-TIKnlw/view
19EBKEfQFi0Or71NuexuM3XObT4L1HZUa,extracted_texts/G06F/1020250124101.txt,1020250124101.txt,txt,extracted_texts,G06F,1020250124101,https://drive.google.com/file/d/19EBKEfQFi0Or71NuexuM3XObT4L1HZUa/view
